C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_03_791.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_03_791.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_03_791.jpg, 0, 0, 0, 2.260977E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_03_895.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_03_895.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_03_895.jpg, 0, 0, 0, 2.309441E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_03_995.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_03_995.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_03_995.jpg, 0, 0, 0, 2.41474E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_095.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_095.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_095.jpg, 0, 0, 0, 2.308707E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_199.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_199.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_199.jpg, 0, 0, 0, 2.196031E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_304.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_304.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_304.jpg, 0, 0, 0, 2.431364E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_405.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_405.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_405.jpg, 0, 0, 0, 2.194367E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_507.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_507.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_507.jpg, 0, 0, 0, 2.214492E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_609.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_609.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_609.jpg, 0, 0, 0, 2.240605E-05
C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\center_2019_08_29_10_50_04_711.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\left_2019_08_29_10_50_04_711.jpg, C:\Users\Michael\Documents\Machine Learning\Courses\Udemy\Self Driving Car\simulator-windows-64\Training Data\IMG\right_2019_08_29_10_50_04_711.jpg, 0, 0, 0, 2.28564E-05
